type,subCity,price,bedRooms,rooms,floor,area,stype
New,saburtalo,1320,2,3,4,71,rent
New,vake,1200,2,3,2,93,rent
New,mtatsminda,3610,3,4,2,135,rent
Old,vake,1320,2,3,9,72,rent
New,saburtalo,1810,2,3,2,160,rent
Old,vake,1080,1,2,4,45,rent
New,saburtalo,1930,2,3,8,100,rent
New,vake,1200,1,2,9,89,rent
New,saburtalo,1440,2,3,5,120,rent
New,saburtalo,1200,2,3,7,80,rent
New,vera,1080,1,2,4,55,rent
New,saburtalo,2890,3,4,7,140,rent
New,saburtalo,3610,4,6,2,200,rent
New,vake,3370,2,4,10,155,rent
Old,sololaki,1320,1,2,3,60,rent
Old,saburtalo,1080,2,3,7,80,rent
New,samgori,1080,1,2,7,67,rent
New,vake,1320,2,3,8,80,rent
New,saburtalo,1200,1,2,14,65,rent
New,vake,6020,2,3,5,180,rent
New,didube,1690,2,3,10,110,rent
New,didube,1200,1,2,6,75,rent
New,vera,2410,2,3,6,105,rent
New,vake,4330,2,3,8,150,rent
New,saburtalo,1320,2,3,11,80,rent
New,vake,3610,2,3,8,130,rent
New,saburtalo,1690,2,3,7,130,rent
New,vake,1440,1,2,4,60,rent
New,chugureti,4330,3,4,10,180,rent
New,saburtalo,2170,2,3,9,100,rent
New,mtatsminda,2410,2,3,1,100,rent
New,vake,3130,3,4,3,160,rent
New,saburtalo,4330,3,4,12,185,rent
New,vake,1690,1,2,7,60,rent
New,saburtalo,1200,1,2,7,62,rent
New,saburtalo,3370,3,4,6,150,rent
New,vake,4330,3,4,2,160,rent
New,saburtalo,1810,2,3,2,90,rent
New,vake,4810,3,6,8,205,rent
New,mtatsminda,3610,2,3,3,130,rent
New,vake,1930,3,4,1,135,rent
New,saburtalo,2890,3,4,5,115,rent
New,saburtalo,1690,2,3,4,88,rent
New,saburtalo,4810,3,4,3,230,rent
Old,vake,1440,2,3,4,120,rent
New,vake,1690,2,3,2,80,rent
New,massive,1320,2,3,7,100,rent
New,saburtalo,2410,0,4,5,115,rent
Old,mtatsminda,1810,2,3,6,110,rent
New,sololaki,2170,2,3,1,110,rent
New,saburtalo,1930,1,2,12,107,rent
New,saburtalo,1930,2,3,13,110,rent
New,saburtalo,1570,2,3,3,100,rent
New,saburtalo,963,1,2,8,65,rent
New,vake,1930,2,3,6,76,rent
New,saburtalo,1200,1,2,7,70,rent
New,saburtalo,1810,3,4,3,97,rent
New,saburtalo,1320,2,3,4,86,rent
New,saburtalo,2410,2,3,6,102,rent
New,vake,2500,3,4,2,140,rent
New,isani,1440,2,3,6,98,rent
New,saburtalo,963,1,2,4,55,rent
New,saburtalo,2170,2,3,10,120,rent
New,saburtalo,1440,1,2,10,62,rent
New,massive,1440,2,3,2,98,rent
New,saburtalo,963,1,2,6,80,rent
New,saburtalo,1810,2,3,11,95,rent
New,saburtalo,1930,2,3,2,110,rent
New,saburtalo,1320,2,3,4,80,rent
New,vake,2440,3,4,3,160,rent
New,ortachala,1080,2,3,4,75,rent
New,saburtalo,1440,2,3,11,78,rent
New,vake,2890,2,3,7,105,rent
New,saburtalo,1930,2,3,2,120,rent
New,saburtalo,2410,2,3,6,130,rent
New,vake,4330,2,4,3,142,rent
New,saburtalo,963,1,2,3,55,rent
New,vake,3370,3,4,7,162,rent
New,saburtalo,2890,2,3,13,81,rent
New,vake,2170,2,3,8,125,rent
New,saburtalo,1440,1,2,10,54,rent
New,saburtalo,1930,2,3,5,75,rent
New,saburtalo,3610,3,4,4,140,rent
New,vake,6500,3,4,1,270,rent
New,saburtalo,1690,2,3,5,120,rent
Old,saburtalo,2410,3,4,3,165,rent
New,saburtalo,3610,5,6,4,300,rent
New,saburtalo,1690,1,2,15,80,rent
New,saburtalo,2260,2,3,9,88,rent
New,mtatsminda,1930,2,3,2,75,rent
New,saburtalo,1930,2,3,8,120,rent
New,saburtalo,1200,1,2,7,72,rent
New,saburtalo,1930,2,3,9,83,rent
New,saburtalo,1440,2,3,11,80,rent
New,didube,915,1,2,5,60,rent
New,saburtalo,1320,2,3,9,140,rent
New,vazisubani,722,1,2,6,46,rent
Old,mtatsminda,963,1,2,2,70,rent
New,saburtalo,1930,3,4,5,120,rent
New,vake,1200,0,2,2,80,rent
New,vake,2410,2,3,4,110,rent
New,vake,2410,2,3,12,168,rent
New,vera,1570,1,2,2,65,rent
New,vera,1200,1,2,6,54,rent
New,vera,1080,2,3,2,70,rent
New,vera,1440,2,3,2,120,rent
New,saburtalo,1200,1,2,10,55,rent
New,ortachala,1200,1,2,8,60,rent
New,isani,963,1,2,6,51,rent
New,avlabari,1200,1,2,4,63,rent
New,vazisubani,1200,1,2,10,60,rent
New,chugureti,1440,1,2,10,57,rent
New,vake,1440,2,3,3,110,rent
New,saburtalo,1440,1,2,11,60,rent
New,saburtalo,1350,1,2,11,80,rent
New,vake,1440,1,2,10,80,rent
Old,saburtalo,1200,2,3,2,78,rent
New,vera,3010,2,4,2,180,rent
New,vake,1200,1,2,9,72,rent
New,saburtalo,1200,2,3,9,115,rent
New,saburtalo,1080,1,2,7,58,rent
New,saburtalo,963,1,2,5,60,rent
New,saburtalo,1440,1,2,9,61,rent
New,saburtalo,1200,1,2,15,55,rent
New,saburtalo,1160,1,2,11,60,rent
New,saburtalo,1200,1,2,11,67,rent
New,samgori,963,2,3,7,70,rent
New,avlabari,1200,1,2,9,70,rent
New,ortachala,1200,1,2,2,75,rent
New,samgori,963,1,2,2,70,rent
New,isani,1200,2,3,3,76,rent
New,samgori,963,1,2,4,60,rent
New,vake,1690,2,3,5,132,rent
New,vera,2050,1,2,7,75,rent
New,saburtalo,1440,2,3,7,140,rent
New,saburtalo,1440,1,2,2,80,rent
Old,vake,1080,1,2,1,65,rent
New,ortachala,1440,2,3,5,90,rent
New,digomi,963,2,3,5,80,rent
New,vake,1690,2,3,9,85,rent
New,vera,1200,1,2,3,67,rent
New,saburtalo,2890,2,3,7,135,rent
New,vake,1570,2,3,2,80,rent
New,mtatsminda,3850,2,3,4,100,rent
New,vake,1930,2,3,7,80,rent
New,vake,1320,1,2,2,75,rent
New,mtatsminda,1200,1,2,4,80,rent
New,vake,1440,1,2,10,55,rent
New,vake,2170,2,3,17,80,rent
New,vake,2410,2,3,2,140,rent
New,vake,1320,1,2,9,100,rent
New,saburtalo,1930,2,3,4,100,rent
New,saburtalo,1930,2,3,10,78,rent
New,saburtalo,963,1,2,9,68,rent
New,saburtalo,2650,2,3,19,120,rent
New,saburtalo,2770,3,5,5,155,rent
New,saburtalo,2650,3,4,6,150,rent
New,saburtalo,1930,2,3,5,80,rent
New,samgori,1080,1,2,6,70,rent
New,saburtalo,1440,2,3,6,110,rent
New,saburtalo,3130,3,5,3,140,rent
New,vake,2410,2,3,12,110,rent
New,digomi,1100,2,3,4,80,rent
New,saburtalo,1930,3,4,3,140,rent
New,saburtalo,1320,1,2,2,57,rent
New,saburtalo,1040,1,2,8,60,rent
New,vake,4810,3,4,3,260,rent
New,saburtalo,1080,1,2,3,54,rent
New,vera,1440,1,2,6,64,rent
New,saburtalo,1440,3,4,10,86,rent
New,didube,1440,2,3,2,105,rent
New,didube,1320,2,3,4,110,rent
New,didube,843,1,2,6,52,rent
New,vake,3610,2,3,5,140,rent
New,saburtalo,1200,1,2,6,78,rent
New,saburtalo,963,1,2,7,55,rent
New,saburtalo,1930,2,3,7,100,rent
New,saburtalo,1440,2,3,15,90,rent
New,saburtalo,2410,2,3,9,110,rent
New,vake,1440,2,3,3,107,rent
Old,vake,1930,3,4,2,160,rent
New,samgori,1200,2,3,17,70,rent
Old,saburtalo,915,2,3,2,64,rent
New,vake,2650,2,3,12,90,rent
New,varketili,1010,2,3,7,70,rent
New,saburtalo,1930,2,3,11,103,rent
New,saburtalo,1810,2,3,7,76,rent
New,saburtalo,3100,3,4,3,130,rent
New,vera,1360,2,3,4,85,rent
New,didube,960,1,2,3,70,rent
New,saburtalo,850,1,2,3,47,rent
New,saburtalo,963,1,2,4,55,rent
Old,vake,3130,2,3,2,125,rent
New,vake,1690,2,3,3,98,rent
New,saburtalo,1800,2,3,13,103,rent
New,vake,3600,3,4,2,120,rent
New,saburtalo,1920,2,3,5,95,rent
New,saburtalo,3120,3,4,6,171,rent
New,digomi,1080,2,3,5,75,rent
New,vera,1200,1,2,2,64,rent
New,saburtalo,1200,1,2,13,65,rent
New,saburtalo,2400,3,4,10,125,rent
New,saburtalo,2170,2,3,8,121,rent
New,vera,1680,1,2,2,54,rent
New,digomi,850,2,3,2,65,rent
New,vake,2860,3,4,5,160,rent
New,didube,900,1,2,8,75,rent
New,saburtalo,1070,1,2,7,68,rent
New,saburtalo,1680,2,3,12,120,rent
New,digomi,1420,2,3,7,100,rent
New,vera,1440,1,2,6,64,rent
New,digomi,1080,2,3,3,93,rent
New,didube,1690,2,3,8,82,rent
New,saburtalo,1690,2,3,11,115,rent
New,saburtalo,2160,3,4,11,172,rent
New,vake,2400,1,2,10,64,rent
New,didube,960,1,2,6,52,rent
New,saburtalo,800,1,2,5,55,rent
New,saburtalo,2160,2,4,6,140,rent
New,vera,1350,1,2,4,78,rent
New,vake,2160,2,3,7,90,rent
New,vera,1920,1,2,3,82,rent
New,isani,1440,2,3,6,98,rent
New,vera,1400,2,3,2,105,rent
New,vera,3600,2,3,5,93,rent
New,saburtalo,1400,2,3,3,103,rent
New,saburtalo,985,1,2,7,46,rent
New,vera,2460,2,3,6,106,rent
New,saburtalo,1480,2,3,4,100,rent
New,vera,1570,1,2,6,55,rent
New,saburtalo,1680,2,3,5,120,rent
New,saburtalo,2160,3,4,3,165,rent
New,vake,1800,1,2,3,67,rent
New,avlabari,1000,1,2,5,58,rent
New,isani,1000,1,2,6,65,rent
Old,vera,1490,3,4,3,155,rent
New,ortachala,3700,3,5,4,220,rent
New,saburtalo,1250,1,2,5,60,rent
New,vake,2660,2,3,3,110,rent
New,vake,1170,1,2,6,65,rent
New,saburtalo,1250,1,2,2,65,rent
New,saburtalo,1860,3,4,2,110,rent
New,saburtalo,2720,3,4,8,140,rent
New,temka,750,2,3,2,100,rent
Old,vake,1730,2,3,5,82,rent
Old,vera,3600,2,3,2,110,rent
New,vake,3600,3,4,3,190,rent
New,saburtalo,3600,3,4,5,160,rent
New,gldani,1200,2,3,9,108,rent
New,saburtalo,1980,3,4,6,135,rent
Old,mtatsminda,2000,3,4,2,120,rent
New,vake,1600,3,4,5,145,rent
New,vake,5000,3,4,6,160,rent
New,saburtalo,2500,3,4,7,180,rent
New,vake,4200,2,3,3,100,rent
New,vera,4300,2,3,6,140,rent
New,saburtalo,1000,1,2,12,55,rent
New,vake,1880,2,3,3,97,rent
New,saburtalo,1250,2,3,4,85,rent
New,saburtalo,3800,2,3,8,158,rent
New,vake,6500,3,4,16,160,rent
New,vake,4200,3,4,5,160,rent
New,vake,2800,2,3,12,125,rent
Old,saburtalo,1290,2,3,2,120,rent
New,saburtalo,1130,2,3,2,80,rent
New,nadzaladevi,980,2,3,5,55,rent
New,vera,2580,2,3,10,130,rent
New,saburtalo,1600,1,2,6,54,rent
New,saburtalo,1200,1,2,4,86,rent
New,mtatsminda,3200,2,3,5,80,rent
New,ortachala,3400,2,3,2,100,rent
New,saburtalo,3400,3,4,5,140,rent
Old,vera,1740,2,3,1,110,rent
New,saburtalo,1260,2,3,5,65,rent
New,saburtalo,2200,2,3,8,83,rent
New,saburtalo,3050,3,4,6,150,rent
New,digomi,775,1,2,5,52,rent
New,vake,4050,3,4,9,200,rent
New,vake,1020,1,2,6,70,rent
New,saburtalo,3810,3,4,11,250,rent
New,saburtalo,2620,2,3,11,121,rent
New,saburtalo,6660,2,3,3,90,rent
New,saburtalo,980,1,2,5,65,rent
New,vashlijvari,985,2,3,6,63,rent
New,isani,850,1,2,4,68,rent
New,vake,2590,2,3,5,80,rent
New,saburtalo,2330,2,3,7,130,rent
New,vake,2070,2,3,4,113,rent
New,ortachala,1810,1,2,5,65,rent
New,saburtalo,1360,1,2,20,61,rent
Old,vera,1250,1,2,10,84,rent
New,varketili,1100,3,4,3,107,rent
New,digomi,980,2,3,6,75,rent
New,digomi,1100,2,3,5,55,rent
New,ortachala,850,1,2,5,50,rent
New,digomi,840,1,2,4,56,rent
New,digomi,735,1,2,5,50,rent
New,vera,2940,2,3,5,65,rent
New,mtatsminda,2450,1,2,5,60,rent
New,mtatsminda,2450,2,3,3,100,rent
New,saburtalo,2450,2,3,7,105,rent
New,massive,1300,2,3,6,100,rent
New,saburtalo,1730,3,4,3,130,rent
Old,mtatsminda,1070,1,2,6,55,rent
New,saburtalo,1240,1,2,8,57,rent
New,saburtalo,1240,1,2,7,70,rent
New,saburtalo,1470,2,3,10,72,rent
New,vake,2970,2,4,4,161,rent
New,isani,1230,1,2,8,55,rent
New,saburtalo,2070,2,3,9,100,rent
New,saburtalo,1960,2,3,8,90,rent
New,digomi,735,1,2,3,50,rent
New,digomi,735,1,2,5,40,rent
New,digomi,735,1,2,6,55,rent
New,vera,2700,2,4,7,147,rent
New,saburtalo,3170,3,4,3,170,rent
New,saburtalo,1220,1,2,4,57,rent
New,vake,4150,2,3,9,130,rent
New,vake,5360,2,4,7,168,rent
New,digomi,799,2,3,8,65,rent
New,saburtalo,1050,1,2,6,55,rent
Old,saburtalo,666,1,1,5,40,rent
Old,vake,799,1,1,5,40,rent
Old,vera,1200,2,3,1,135,rent
Old,vera,1330,3,4,5,160,rent
Old,vera,1730,2,3,6,100,rent
New,digomi,799,2,3,4,80,rent
New,avlabari,1200,1,2,6,52,rent
New,vake,799,1,2,4,65,rent
New,saburtalo,799,1,2,4,55,rent
New,saburtalo,750,1,2,4,55,rent
New,saburtalo,1200,1,2,6,57,rent
Old,saburtalo,700,1,2,5,80,rent
New,isani,932,1,2,8,60,rent
New,saburtalo,1200,2,3,5,60,rent
Old,isani,600,1,2,1,70,rent
Old,saburtalo,1330,2,3,3,105,rent
New,isani,1150,1,2,9,72,rent
New,saburtalo,1070,1,2,12,55,rent
Old,saburtalo,900,1,2,14,75,rent
New,vake,2900,2,3,6,100,rent
New,saburtalo,2950,3,4,3,170,rent
New,mtatsminda,3600,1,2,5,100,rent
New,saburtalo,1920,1,2,16,70,rent
New,saburtalo,700,0,2,1,55,rent
Old,saburtalo,932,1,2,4,50,rent
New,saburtalo,1680,2,3,9,67,rent
New,saburtalo,1070,1,2,8,62,rent
New,saburtalo,800,1,2,9,50,rent
New,vake,5060,4,5,5,150,rent
Old,saburtalo,1070,2,3,5,100,rent
New,saburtalo,1730,2,3,5,95,rent
New,saburtalo,1460,2,3,8,75,rent
New,saburtalo,2130,3,4,10,120,rent
New,massive,750,1,2,2,60,rent
Old,samgori,850,2,3,4,50,rent
Old,saburtalo,1000,1,2,6,55,rent
Old,chugureti,600,1,2,5,60,rent
New,saburtalo,1060,1,2,5,55,rent
Old,saburtalo,746,1,2,9,65,rent
New,saburtalo,1730,1,2,5,70,rent
New,avlabari,1200,1,2,7,53,rent
New,digomi,799,1,2,11,40,rent
Old,mtatsminda,900,1,2,1,84,rent
Old,saburtalo,650,1,2,3,60,rent
New,saburtalo,2660,2,3,11,90,rent
New,vake,1330,1,2,5,85,rent
Old,saburtalo,666,1,2,1,55,rent
Old,vake,1330,2,4,4,110,rent
New,saburtalo,800,1,2,8,60,rent
New,vake,1460,1,2,19,80,rent
New,saburtalo,1460,1,2,3,65,rent
Old,saburtalo,932,1,2,4,80,rent
New,ortachala,3200,1,2,5,60,rent
New,saburtalo,3200,3,4,12,140,rent
New,vake,7190,4,8,3,366,rent
Old,saburtalo,1070,2,3,4,85,rent
Old,saburtalo,600,1,1,3,45,rent
New,saburtalo,932,1,2,1,45,rent
New,vera,2130,2,3,3,110,rent
New,nadzaladevi,985,2,3,8,61,rent
New,saburtalo,1070,1,2,5,50,rent
Old,gldani,550,1,1,1,25,rent
Old,mtatsminda,5800,4,6,8,300,rent
New,gldani,800,1,2,12,45,rent
New,didube,1060,1,2,4,55,rent
New,saburtalo,799,1,2,6,60,rent
New,saburtalo,799,1,2,2,40,rent
New,nadzaladevi,1010,2,3,6,70,rent
Old,isani,1060,1,2,3,60,rent
Old,saburtalo,800,1,2,1,50,rent
New,saburtalo,1280,2,3,7,70,rent
New,saburtalo,1200,1,2,5,58,rent
Old,vera,799,1,2,1,50,rent
New,vake,4570,3,4,1,137,rent
New,vake,2370,1,2,6,75,rent
New,vake,2250,1,2,8,75,rent
New,saburtalo,1500,2,3,4,90,rent
New,vake,2450,1,2,3,83,rent
New,avlabari,1340,1,2,12,75,rent
New,vake,2000,1,2,7,85,rent
New,digomi,600,1,2,5,40,rent
New,saburtalo,797,1,2,11,62,rent
New,ortachala,1870,2,3,10,112,rent
New,vake,3260,2,3,8,111,rent
New,vake,1200,1,2,7,50,rent
New,saburtalo,944,1,2,4,75,rent
New,saburtalo,1350,1,2,5,65,rent
New,saburtalo,1200,1,2,14,70,rent
New,saburtalo,1070,1,2,2,50,rent
New,vake,2400,2,3,7,105,rent
New,saburtalo,1080,1,2,4,60,rent
Old,saburtalo,940,1,2,6,45,rent
Old,saburtalo,1080,1,2,4,40,rent
New,vake,2130,2,3,7,70,rent
Old,saburtalo,890,1,2,2,84,rent
New,saburtalo,1200,1,2,3,65,rent
New,vake,2750,1,2,9,87,rent
New,nadzaladevi,600,1,2,3,50,rent
New,ortachala,1340,2,3,4,76,rent
New,vake,2370,1,2,7,90,rent
New,mtatsminda,5330,2,3,5,142,rent
Old,vake,1000,1,2,1,65,rent
New,saburtalo,1200,1,2,9,72,rent
New,vake,3360,2,3,4,109,rent
New,saburtalo,1330,1,2,2,70,rent
New,saburtalo,1330,3,4,10,145,rent
New,vake,6660,3,4,3,205,rent
New,vake,2360,1,2,4,80,rent
New,vake,2970,2,3,3,112,rent
New,vake,9850,5,9,11,425,rent
New,vake,3270,2,3,7,107,rent
Old,vera,930,1,2,9,90,rent
New,vake,2120,1,2,4,80,rent
New,vake,1330,2,3,8,100,rent
New,vake,3500,2,3,3,120,rent
New,mtatsminda,4790,2,3,4,112,rent
New,vake,3470,2,3,8,100,rent
New,saburtalo,1070,1,2,7,75,rent
New,isani,1300,2,3,11,100,rent
New,didube,799,2,3,3,85,rent
New,saburtalo,5330,3,4,8,172,rent
New,saburtalo,1280,2,3,7,70,rent
New,vake,3180,2,3,8,103,rent
New,saburtalo,1280,2,3,7,70,rent
Old,mtatsminda,930,1,2,1,85,rent
New,saburtalo,932,1,2,5,75,rent
New,vake,2580,1,2,7,85,rent
New,vake,3990,2,3,11,122,rent
Old,saburtalo,666,1,1,5,35,rent
New,saburtalo,1200,2,3,7,70,rent
New,vake,2130,2,3,6,110,rent
New,gldani,799,2,3,4,62,rent
Old,saburtalo,799,1,2,1,64,rent
New,saburtalo,3200,1,2,2,80,rent
New,saburtalo,932,1,2,14,36,rent
New,saburtalo,932,1,2,14,36,rent
Old,saburtalo,932,1,2,5,52,rent
New,saburtalo,959,1,2,5,45,rent
New,gldani,1200,3,4,5,103,rent
Old,massive,932,2,3,10,70,rent
New,saburtalo,799,1,2,2,50,rent
New,saburtalo,932,1,2,5,61,rent
New,saburtalo,932,1,2,5,66,rent
New,saburtalo,932,1,2,5,65,rent
New,saburtalo,1200,2,3,4,60,rent
New,saburtalo,1010,1,2,5,60,rent
Old,saburtalo,2000,2,3,8,82,rent
Old,saburtalo,932,1,2,1,70,rent
Old,saburtalo,666,1,1,5,45,rent
New,digomi,799,1,2,8,50,rent
New,saburtalo,1070,1,2,6,55,rent
New,saburtalo,1200,1,2,6,55,rent
New,saburtalo,799,1,2,7,46,rent
New,saburtalo,1040,1,2,2,45,rent
New,saburtalo,1050,1,2,6,45,rent
New,saburtalo,1890,2,3,9,80,rent
New,saburtalo,2700,3,4,4,100,rent
New,saburtalo,1620,1,2,9,60,rent
New,saburtalo,6660,3,4,11,232,rent
Old,saburtalo,550,1,1,3,35,rent
New,didube,932,2,3,2,65,rent
Old,saburtalo,1070,1,2,8,50,rent
New,saburtalo,4130,1,2,12,82,rent
New,saburtalo,3200,3,4,6,152,rent
New,saburtalo,1730,1,2,4,92,rent
New,vake,3190,2,3,6,110,rent
New,vake,3500,2,3,4,110,rent
New,vake,6660,3,5,4,212,rent
New,vake,3190,2,3,3,104,rent
New,vake,985,1,2,5,55,rent
New,vake,3560,3,4,2,135,rent
New,vake,4530,2,3,10,142,rent
New,vake,2120,1,2,1,80,rent
New,saburtalo,3990,2,4,8,142,rent
New,vake,2300,1,2,8,85,rent
New,vake,3500,2,3,7,125,rent
New,vake,3480,2,3,6,115,rent
New,vake,3390,2,3,5,120,rent
New,saburtalo,2530,2,3,9,106,rent
New,vake,2430,1,2,4,110,rent
New,vake,3180,2,3,4,105,rent
New,vake,4530,2,3,6,137,rent
New,gldani,879,1,2,6,65,rent
New,vake,3500,2,3,3,120,rent
New,vera,4530,3,4,5,162,rent
New,vake,3370,2,3,1,104,rent
Old,saburtalo,799,1,1,5,38,rent
New,vake,6660,3,4,4,205,rent
New,vake,2480,1,2,2,90,rent
New,vake,3260,2,3,1,103,rent
New,vake,3400,3,4,4,138,rent
New,vake,3100,2,3,3,112,rent
New,vake,3250,2,3,2,125,rent
New,vake,3200,2,3,8,125,rent
New,vake,3140,2,3,7,100,rent
New,vera,7990,4,6,12,305,rent
New,vake,9000,3,4,12,197,rent
New,saburtalo,2660,2,3,3,106,rent
New,saburtalo,4600,3,4,3,142,rent
New,saburtalo,3600,3,4,2,152,rent
New,saburtalo,1200,1,2,3,65,rent
Old,vake,799,1,1,2,60,rent
New,vake,3990,3,4,7,172,rent
New, (i-vii),2000,2,3,11,96,rent
New,saburtalo,2660,1,2,9,77,rent
New,saburtalo,4000,3,5,14,155,rent
New,vake,2530,1,2,2,58,rent
New,vake,1600,1,2,2,62,rent
New,vake,1860,1,2,10,92,rent
New,saburtalo,3200,3,5,12,148,rent
New,saburtalo,2130,2,3,6,125,rent
New,vake,3290,2,3,8,115,rent
New,saburtalo,2000,2,3,12,82,rent
New,vake,2500,1,2,3,90,rent
New,vake,3200,2,3,4,120,rent
New,vake,5330,2,3,7,162,rent
New,vake,3280,2,3,2,130,rent
New,vake,3480,2,3,3,120,rent
New,vake,3440,2,3,2,109,rent
New,vake,3340,2,3,2,107,rent
Old,samgori,700,3,3,2,85,rent
New,vake,3370,2,3,2,120,rent
New,vake,4700,3,4,3,125,rent
New,vake,3380,2,3,3,110,rent
New,vake,3230,2,3,3,105,rent
New,vake,3160,2,3,3,95,rent
New,vake,3290,2,3,3,105,rent
New,vake,2260,1,2,5,86,rent
New,vake,2400,1,2,2,85,rent
Old, (i-vii),666,1,1,5,30,rent
New,saburtalo,930,1,2,6,68,rent
New,saburtalo,2930,3,4,10,120,rent
New,isani,1600,2,2,5,80,rent
Old,isani,1600,2,3,6,110,rent
New,isani,1330,2,3,3,90,rent
New,isani,1600,2,3,6,85,rent
New,isani,1600,2,4,1,120,rent
New,isani,1330,2,3,10,99,rent
New,isani,1600,1,2,4,65,rent
New,isani,1600,1,2,4,65,rent
New,isani,1330,2,3,11,100,rent
New,isani,1330,2,3,3,120,rent
Old,saburtalo,1330,3,4,8,125,rent
New,vera,1600,2,3,5,125,rent
New,vera,1460,1,2,6,50,rent
Old,vera,1600,1,2,2,55,rent
New,vera,1600,2,4,8,105,rent
New,vera,1330,1,2,5,75,rent
New,vera,1600,1,2,3,50,rent
New,vera,1600,2,3,6,104,rent
New,vera,1460,1,2,5,65,rent
Old,vera,1600,2,4,1,90,rent
New,saburtalo,1410,1,2,5,50,rent
New,saburtalo,1600,2,3,5,100,rent
New,saburtalo,1460,1,2,11,73,rent
New,saburtalo,1330,2,3,7,53,rent
New,saburtalo,1330,1,2,3,65,rent
New,saburtalo,1600,2,3,3,76,rent
New,saburtalo,1460,1,2,4,65,rent
New,saburtalo,1460,1,2,4,50,rent
New,saburtalo,1600,1,2,5,57,rent
New,saburtalo,1350,1,2,4,86,rent
New,saburtalo,1500,1,2,10,75,rent
New,saburtalo,1330,2,4,6,120,rent
New,vazisubani,932,2,2,6,51,rent
Old,digomi,719,1,2,7,67,rent
New,saburtalo,1730,2,3,6,100,rent
Old,didube,800,1,2,7,75,rent
New,saburtalo,1730,1,2,9,60,rent
New,vake,1730,1,2,10,65,rent
New,vake,3200,3,4,6,170,rent
New,saburtalo,10100,3,4,10,172,rent
New,vake,1620,2,3,2,75,rent
New,saburtalo,2400,2,3,9,100,rent
New,vake,7990,2,3,12,145,rent
New,vake,12000,3,4,9,175,rent
New,varketili,500,1,2,5,42,rent
New,didube,700,1,2,10,70,rent
Old,vashlijvari,400,2,3,5,70,rent
Old,gldani,666,3,4,7,95,rent
New,saburtalo,2430,2,3,5,90,rent
New,gldani,930,2,3,15,70,rent
New,saburtalo,1070,1,2,15,50,rent
New,nadzaladevi,950,2,3,9,70,rent
New,saburtalo,2160,2,3,12,80,rent
New,gldani,930,2,3,14,55,rent
Old,vera,1860,1,2,2,63,rent
New,digomi,799,1,2,5,44,rent
New,didube,950,1,2,6,62,rent
New,nadzaladevi,950,2,3,8,65,rent
New,saburtalo,932,1,2,5,60,rent
New,nadzaladevi,930,2,3,9,70,rent
New,saburtalo,2570,2,3,4,110,rent
New,vake,4050,3,4,17,150,rent
New,vake,1590,1,1,4,45,rent
New,vake,1840,2,3,3,77,rent
New,saburtalo,1620,1,2,4,85,rent
New,saburtalo,2430,2,3,8,77,rent
New,saburtalo,2840,2,3,11,121,rent
New,saburtalo,2430,2,3,4,130,rent
New,saburtalo,1620,1,2,10,65,rent
New,ortachala,1540,3,4,2,181,rent
New,ortachala,1080,1,2,2,40,rent
New,saburtalo,1350,2,3,3,60,rent
New,ortachala,1350,2,3,7,60,rent
New,chugureti,1540,1,2,2,60,rent
New,isani,1490,2,3,11,90,rent
New,ortachala,3240,1,2,5,80,rent
New,nadzaladevi,900,2,3,3,77,rent
Old,vake,1400,2,3,5,150,rent
Old,saburtalo,932,1,2,5,76,rent
Old,sololaki,600,0,1,1,25,rent
New,mtatsminda,2650,2,3,4,65,rent
New,varketili,500,1,2,4,41,rent
New,gldani,780,1,2,5,72,rent
New,sololaki,1860,1,2,3,55,rent
New,saburtalo,2930,3,4,9,180,rent
New,vake,2130,3,4,10,135,rent
New,vera,700,1,1,2,35,rent
New,ortachala,2650,1,2,5,80,rent
New,isani,450,1,2,1,30,rent
New,saburtalo,879,1,2,2,60,rent
New,saburtalo,2130,3,4,11,140,rent
New,varketili,600,1,2,6,45,rent
New,didube,1500,3,4,4,125,rent
New,vake,5050,2,3,4,120,rent
Old,didube,350,1,1,2,16,rent
Old,sanzona,300,1,1,2,20,rent
Old,gldani,533,1,2,1,40,rent
New,mtatsminda,2500,2,3,2,120,rent
Old,saburtalo,800,1,1,4,45,rent
New,saburtalo,2900,4,5,5,180,rent
Old,temka,670,2,3,4,80,rent
New,vake,3200,3,4,3,197,rent
New,vake,2900,1,2,7,70,rent
New,saburtalo,4020,3,4,15,150,rent
Old,chugureti,2680,2,3,3,100,rent
New,saburtalo,1550,2,3,8,130,rent
Old,saburtalo,932,1,2,1,55,rent
New,vera,4000,2,3,10,110,rent
Old,mtatsminda,1620,1,2,2,70,rent
New,mtatsminda,8000,3,5,7,265,rent
New,saburtalo,4300,4,5,3,350,rent
New,vera,3800,2,3,4,100,rent
New,didube,932,2,3,10,59,rent
New,mtatsminda,2800,2,3,5,85,rent
New,saburtalo,1860,2,4,3,160,rent
New,saburtalo,2100,2,3,11,115,rent
New,vera,2700,2,3,9,86,rent
New,vake,3200,2,3,7,130,rent
New,saburtalo,2200,3,4,7,165,rent
Old,saburtalo,2120,2,3,2,135,rent
New,saburtalo,1080,2,3,4,80,rent
New,vake,4500,3,4,5,150,rent
New,saburtalo,1600,1,2,7,65,rent
Old,chugureti,1600,2,3,5,85,rent
