type,subCity,price,bedRooms,rooms,floor,area,stype
Old,ponichala,71900,2,2,2,60,sale
New,nadzaladevi,159800,2,3,3,73,sale
New,saburtalo,377800,2,3,5,129,sale
New,vashlijvari,187000,3,5,10,124,sale
Old,sanzona,154400,2,7,2,113,sale
New,saburtalo,474000,3,4,2,183,sale
New,saburtalo,142500,1,2,7,53,sale
New,didube,346200,3,5,3,138,sale
Old,chugureti,359500,3,4,2,160,sale
New,didube,197000,2,3,10,70,sale
New,vake,702000,3,4,10,150,sale
New,vake,774900,4,6,5,287,sale
New,vake,174300,4,6,6,83,sale
Old,chugureti,217500,3,4,3,118,sale
Old,saburtalo,125000,1,2,5,58,sale
Old,chugureti,120000,2,3,3,50,sale
New,vake,907000,3,5,7,221,sale
New,saburtalo,261000,2,3,14,100,sale
New,saburtalo,143000,1,2,2,62,sale
New,saburtalo,347000,3,4,10,150,sale
New,vake,223400,1,2,2,73,sale
New,saburtalo,271300,2,3,3,130,sale
New,saburtalo,569800,3,6,9,225,sale
New,digomi,125500,1,2,7,46,sale
New,saburtalo,319500,3,4,8,105,sale
Old,didube,98500,1,2,3,40,sale
Old,varketili,117200,2,3,6,76,sale
New,saburtalo,279600,2,3,8,105,sale
New,didube,146400,2,3,5,80,sale
New,didube,112500,2,3,4,65,sale
New,saburtalo,181100,2,3,9,65,sale
New,massive,319500,3,5,6,117,sale
Old,massive,138500,3,5,3,94,sale
Old,gldani,119800,1,2,7,65,sale
New,digomi,79900,1,2,10,44,sale
Old,gldani,133100,3,4,2,80,sale
Old,massive,122500,1,3,2,90,sale
Old,massive,141100,2,3,2,75,sale
New,varketili,70800,2,3,4,57,sale
Old,saburtalo,106500,1,2,9,60,sale
New,isani,205000,2,3,7,113,sale
New,(i-v),141100,2,3,4,83,sale
Old,vake,178400,2,3,8,93,sale
Old,vera,266300,0,3,2,90,sale
New,didube,102900,1,2,8,47,sale
Old,sanzona,123800,2,5,2,121,sale
New,saburtalo,199700,0,3,4,88,sale
New,saburtalo,150000,1,2,6,55,sale
New,varketili,122500,2,3,6,67,sale
New,gldani,95900,2,3,16,62,sale
New,vake,154400,1,2,2,50,sale
New,saburtalo,1298500,4,6,6,510,sale
New,didube,167800,2,3,7,72,sale
Old,massive,140000,2,3,14,67,sale
Old,digomi,125100,2,3,3,104,sale
New,saburtalo,226300,2,3,1,95,sale
Old,vake,173100,1,2,3,72,sale
Old,vake,346200,3,4,2,92,sale
Old,gldani,61200,1,2,8,35,sale
New,digomi,177100,0,3,2,80,sale
Old,saburtalo,93200,1,2,5,32,sale
Old,mtatsminda,173100,1,3,1,70,sale
New,saburtalo,159800,1,2,6,52,sale
Old,saburtalo,332800,3,4,2,150,sale
New,nadzaladevi,157100,2,3,2,64,sale
New,saburtalo,109600,1,2,10,50,sale
New,saburtalo,156600,1,3,3,61,sale
New,saburtalo,334100,3,4,1,125,sale
Old,saburtalo,184500,2,3,3,75,sale
Old,sanzona,164300,4,6,6,175,sale
Old,sanzona,120100,2,3,2,80,sale
Old,saburtalo,123000,1,2,6,74,sale
Old,saburtalo,246000,2,3,6,150,sale
New,saburtalo,95600,1,2,10,55,sale
Old,sanzona,67500,1,1,5,36,sale
New,vake,490000,2,3,10,156,sale
New,nadzaladevi,130500,2,3,2,79,sale
Old,sololaki,119800,1,2,1,37,sale
New,saburtalo,346200,2,3,4,120,sale
Old,varketili,93200,2,3,8,75,sale
New,didube,113200,2,3,9,85,sale
Old,vera,226300,0,2,2,70,sale
New,mukhiani,85200,1,2,6,54,sale
New,saburtalo,173100,1,2,7,63,sale
New,saburtalo,121000,1,2,12,43,sale
Old, (i-vii),61200,1,1,5,36,sale
New,saburtalo,287600,1,2,4,92,sale
New,sanzona,125100,0,4,11,118,sale
New,digomi,93200,1,2,5,53,sale
New,massive,223000,2,3,10,100,sale
Old,varketili,96000,2,3,7,100,sale
New,saburtalo,116800,1,2,4,46,sale
New,digomi,170400,2,4,3,110,sale
New,digomi,169900,2,4,3,110,sale
New,digomi,169900,2,3,3,110,sale
New,saburtalo,257000,2,3,2,90,sale
New,saburtalo,260900,2,3,2,98,sale
New,saburtalo,137000,1,2,2,49,sale
New,saburtalo,585800,3,6,5,316,sale
Old,saburtalo,178400,1,2,6,62,sale
New,saburtalo,111800,1,2,5,35,sale
New,saburtalo,198100,2,3,5,62,sale
New,saburtalo,186400,2,3,9,73,sale
New,vazisubani,138000,2,3,4,72,sale
New,vazisubani,83500,2,3,5,73,sale
Old,varketili,69200,2,3,9,65,sale
New,digomi,81700,1,2,10,45,sale
New,digomi,83000,1,2,5,54,sale
New,vake,359500,2,3,4,85,sale
New,saburtalo,266300,3,4,10,110,sale
New,nadzaladevi,92500,1,2,10,49,sale
New,isani,151800,2,3,10,83,sale
New,vake,479300,2,3,1,300,sale
Old,nadzaladevi,101200,1,2,1,70,sale
New,massive,213000,2,3,16,75,sale
New,saburtalo,191700,1,2,5,80,sale
Old,ponichala,106500,1,2,2,60,sale
Old,vazisubani,98500,1,2,2,64,sale
New,vake,1171600,3,4,5,196,sale
New,vake,213000,1,2,7,75,sale
New,vake,426000,3,4,10,155,sale
New,vake,453300,3,4,4,185,sale
Old,saburtalo,16800,1,2,1,70,sale
New,saburtalo,279600,2,3,7,98,sale
New,vake,1482000,3,4,7,335,sale
New,digomi,122500,2,3,5,70,sale
New,vake,585800,4,5,3,300,sale
New,vera,905300,3,4,6,305,sale
New,ortachala,421300,2,3,2,137,sale
New,saburtalo,151800,1,2,5,44,sale
New,vake,731400,3,4,4,185,sale
New,mtatsminda,404300,3,4,8,150,sale
New,saburtalo,386100,2,3,6,140,sale
Old,saburtalo,119000,1,1,4,46,sale
New,digomi,125500,1,2,21,41,sale
Old,varketili,95900,1,2,5,60,sale
Old,saburtalo,66400,0,1,8,35,sale
New,samgori,122500,0,3,4,65,sale
New,digomi,111300,1,2,21,38,sale
New,saburtalo,178400,1,2,6,61,sale
New,digomi,98500,1,2,7,48,sale
New,digomi,77000,1,2,4,41,sale
New,digomi,122500,2,3,4,72,sale
Old,gldani,85200,1,2,16,76,sale
Old,chugureti,359500,0,5,1,120,sale
Old,varketili,45000,3,4,9,120,sale
New,saburtalo,161000,0,3,3,71,sale
New,saburtalo,159800,0,2,2,48,sale
New,didube,99900,1,2,8,46,sale
New,saburtalo,173100,2,3,1,103,sale
New,didube,46600,0,1,8,20,sale
New,didube,87900,1,2,3,51,sale
New,didube,106500,1,2,4,65,sale
Old,vake,255000,2,3,3,105,sale
New,didube,141100,3,4,3,82,sale
Old,saburtalo,181100,2,3,10,65,sale
Old,massive,98500,1,2,5,48,sale
New,saburtalo,157600,2,3,5,74,sale
Old,gldani,106500,3,3,2,85,sale
New,saburtalo,173100,1,2,13,75,sale
Old,saburtalo,130700,1,2,7,65,sale
New,mtatsminda,327000,2,3,2,80,sale
New,vake,213000,2,3,1,80,sale
New,saburtalo,536000,4,6,9,225,sale
New,varketili,141100,2,3,7,80,sale
New,vashlijvari,127800,1,2,14,57,sale
Old,saburtalo,430000,4,5,2,170,sale
New,saburtalo,210600,2,3,7,70,sale
New,digomi,66000,1,2,1,30,sale
Old,vera,220000,2,3,1,85,sale
Old,gldani,110500,4,5,8,100,sale
New,didube,104000,1,2,8,46,sale
New,gldani,156600,2,3,5,65,sale
New,saburtalo,237600,2,3,8,92,sale
New,digomi,130500,2,3,9,70,sale
New,vera,319500,2,3,4,80,sale
Old,mukhiani,83900,2,3,6,67,sale
Old,saburtalo,151800,0,2,11,68,sale
New,varketili,103800,2,3,15,68,sale
Old,varketili,101200,2,3,4,66,sale
Old,vake,306200,2,4,4,104,sale
New,gldani,66600,1,2,7,55,sale
New,saburtalo,141100,1,2,3,55,sale
Old,massive,138500,1,2,2,65,sale
New,saburtalo,149100,2,3,8,60,sale
New,sanzona,178400,2,3,4,80,sale
Old,saburtalo,173100,0,3,9,90,sale
Old,saburtalo,159800,2,3,15,78,sale
New,saburtalo,157100,0,2,12,65,sale
Old,saburtalo,127800,0,1,7,168,sale
New,nadzaladevi,146400,2,3,5,58,sale
New,digomi,80500,0,2,8,55,sale
Old,temka,91900,2,3,9,82,sale
Old,chugureti,120000,2,3,3,50,sale
New,sanzona,135800,2,3,10,60,sale
New,avlabari,199700,2,3,8,100,sale
New,saburtalo,234300,2,3,4,75,sale
Old,saburtalo,157100,0,2,15,78,sale
New,didube,151800,2,3,10,60,sale
Old,saburtalo,143800,2,3,8,80,sale
Old,saburtalo,186400,3,4,7,100,sale
New,saburtalo,298200,3,4,6,120,sale
New,saburtalo,223700,2,3,3,83,sale
New,saburtalo,258300,3,4,14,110,sale
New,saburtalo,263600,2,3,14,100,sale
New,digomi,58600,1,2,1,47,sale
New,isani,157100,1,3,13,75,sale
Old,vera,119800,2,3,1,84,sale
New,gldani,95900,2,3,16,61,sale
New,vake,452700,2,3,13,165,sale
New,digomi,71900,1,2,8,48,sale
Old,saburtalo,404700,3,6,6,324,sale
Old,massive,141100,2,4,6,93,sale
New,vazisubani,143800,2,3,8,81,sale
New,ortachala,122500,0,1,2,42,sale
New,saburtalo,327500,3,4,10,130,sale
New,vazisubani,106500,1,2,4,51,sale
Old,varketili,103800,2,3,4,66,sale
New,isani,133100,2,3,3,80,sale
New,saburtalo,242300,2,3,2,82,sale
Old,chugureti,234300,2,3,2,100,sale
Old,saburtalo,191400,2,3,3,100,sale
New,saburtalo,279600,2,3,9,108,sale
New,mtatsminda,519200,3,4,2,153,sale
Old,digomi,103800,1,2,3,78,sale
Old,digomi,154400,3,4,8,105,sale
Old,sanzona,151800,2,3,2,100,sale
New,saburtalo,346200,2,3,12,98,sale
Old,isani,173000,2,3,2,77,sale
Old,sanzona,93200,2,3,1,55,sale
Old,digomi,165100,3,4,2,115,sale
Old,digomi,127800,2,3,1,100,sale
Old,chugureti,99800,0,2,1,50,sale
New,massive,101200,2,3,8,76,sale
Old,vake,372800,3,4,9,150,sale
New,avlabari,266300,2,3,3,80,sale
New,vake,412700,3,4,3,135,sale
Old,mtatsminda,67000,0,1,1,20,sale
Old,vake,559200,4,5,6,357,sale
Old,sanzona,79900,1,2,1,45,sale
Old,sanzona,122500,2,3,1,90,sale
Old,varketili,93200,1,2,4,60,sale
New,saburtalo,170000,1,2,7,55,sale
Old,temka,95900,2,3,11,100,sale
New,saburtalo,161000,0,1,9,45,sale
New,avlabari,106500,2,3,2,100,sale
New,saburtalo,332800,2,4,3,105,sale
Old,didube,199700,3,4,2,100,sale
Old,sanzona,106500,2,3,4,100,sale
New,saburtalo,426000,3,4,9,149,sale
New,didube,101200,1,2,8,46,sale
New,didube,149100,1,2,13,60,sale
New,didube,47900,1,1,8,20,sale
New,saburtalo,343500,2,3,2,98,sale
New,vake,1278100,4,6,11,400,sale
New,saburtalo,346200,2,3,10,100,sale
Old,saburtalo,231700,2,3,2,105,sale
New,saburtalo,173100,1,2,12,65,sale
New,saburtalo,146400,1,2,14,60,sale
Old,isani,141100,2,3,9,80,sale
New,saburtalo,319500,2,3,4,98,sale
Old,nadzaladevi,279600,4,5,9,150,sale
New,nadzaladevi,106500,1,2,6,53,sale
Old,vashlijvari,151800,3,4,8,75,sale
New,saburtalo,332800,3,4,4,105,sale
New,saburtalo,207700,2,3,14,68,sale
New,nadzaladevi,253000,3,4,10,115,sale
New,sanzona,194400,3,4,8,97,sale
New,saburtalo,253000,2,3,15,100,sale
New,vake,479300,3,4,8,165,sale
Old,chugureti,90500,1,2,1,41,sale
Old,sanzona,127800,3,4,3,105,sale
Old,massive,221000,3,4,2,100,sale
New,saburtalo,386100,2,3,11,149,sale
New,samgori,76500,2,3,6,68,sale
New,vake,178400,1,2,10,65,sale
New,saburtalo,191700,1,2,6,53,sale
Old,saburtalo,98500,1,1,14,38,sale
Old,vake,399000,3,4,2,175,sale
New,saburtalo,221000,1,2,8,75,sale
Old,saburtalo,133100,2,3,14,52,sale
New,saburtalo,206400,1,2,3,60,sale
New,saburtalo,226300,2,3,5,100,sale
New,samgori,55100,1,2,8,49,sale
New,samgori,93000,1,2,3,58,sale
Old,saburtalo,106500,1,1,4,38,sale
New,saburtalo,181100,1,2,7,55,sale
New,(i-v),122500,1,2,3,55,sale
Old,nadzaladevi,103800,1,2,12,80,sale
Old,saburtalo,155800,2,3,4,60,sale
Old,saburtalo,109200,1,1,3,30,sale
Old,saburtalo,106500,1,1,5,36,sale
Old,saburtalo,141100,1,2,10,60,sale
New,digomi,292900,2,3,13,135,sale
New,vake,319500,0,3,4,148,sale
New,saburtalo,258300,0,3,11,93,sale
New,saburtalo,492600,4,5,6,164,sale
New,saburtalo,165100,1,2,6,52,sale
New,saburtalo,207700,1,2,6,62,sale
New,saburtalo,346200,2,3,14,130,sale
New,saburtalo,372800,3,4,4,140,sale
Old,didube,221000,2,3,11,100,sale
New,saburtalo,279600,2,3,2,80,sale
New,vake,599100,3,4,4,185,sale
New,saburtalo,306200,1,2,9,75,sale
New,saburtalo,306200,1,2,17,83,sale
New,saburtalo,226300,1,2,14,68,sale
New,saburtalo,282200,3,4,2,125,sale
New,didube,122500,1,2,2,48,sale
New,vake,332800,1,2,4,98,sale
New,vake,399400,2,3,2,79,sale
New,saburtalo,239600,2,3,8,116,sale
New,vake,266300,2,3,3,155,sale
New,ortachala,259000,2,3,9,87,sale
New,saburtalo,291000,2,3,7,91,sale
New,saburtalo,274300,2,3,10,95,sale
New,vake,931900,2,3,7,152,sale
New,vake,346200,2,3,3,140,sale
Old,sanzona,61200,1,1,5,37,sale
New,saburtalo,300900,2,3,3,110,sale
New,saburtalo,306200,2,3,9,100,sale
New,saburtalo,359500,3,4,13,100,sale
New,vake,260900,3,4,6,105,sale
New,saburtalo,266300,2,3,14,81,sale
New,saburtalo,178400,1,2,7,65,sale
New,saburtalo,189100,1,2,7,59,sale
New,saburtalo,210400,1,2,7,61,sale
New, (i-vii),366000,2,3,2,120,sale
New,vake,439300,2,3,4,120,sale
New,saburtalo,133100,1,2,2,60,sale
New,saburtalo,274300,2,3,3,130,sale
New,saburtalo,205000,1,2,4,80,sale
New,saburtalo,239600,1,2,10,72,sale
New,saburtalo,258300,2,3,10,78,sale
New,saburtalo,327500,2,3,10,99,sale
New,saburtalo,181100,1,2,11,58,sale
Old,gldani,114500,3,4,9,110,sale
Old,sanzona,119800,2,3,4,92,sale
Old,mtatsminda,479300,2,3,2,75,sale
New,gldani,24000,1,2,11,48,sale
Old,gldani,106200,3,3,2,85,sale
Old,massive,218300,3,4,2,105,sale
New,saburtalo,253000,2,3,9,110,sale
Old,saburtalo,391400,3,5,3,160,sale
Old,saburtalo,98500,1,1,1,38,sale
Old,saburtalo,257000,3,4,3,103,sale
Old,saburtalo,82500,1,2,1,37,sale
New,isani,150400,1,2,9,70,sale
Old,sololaki,279600,1,3,1,69,sale
New,saburtalo,386100,0,4,8,141,sale
Old,vera,412700,3,4,4,135,sale
Old,sololaki,119800,1,1,1,27,sale
Old,sololaki,386100,4,5,2,140,sale
Old,sololaki,359500,4,6,3,180,sale
New,digomi,103000,1,2,12,52,sale
Old,vera,234300,2,3,2,90,sale
Old,ortachala,266300,2,4,2,78,sale
Old,sololaki,300900,2,4,2,97,sale
Old,sololaki,194400,1,2,2,62,sale
New,sanzona,115900,2,3,14,53,sale
Old,gldani,125100,2,3,13,110,sale
New,vake,175700,1,2,3,64,sale
Old,digomi,114000,2,3,5,100,sale
Old,sololaki,119800,1,2,1,50,sale
New,vazisubani,133100,1,2,3,71,sale
New,massive,101200,2,3,6,53,sale
Old,saburtalo,162400,2,3,5,95,sale
New,saburtalo,279600,2,3,12,105,sale
Old,mtatsminda,146400,0,2,1,50,sale
Old,vake,235200,2,3,10,96,sale
New,vazisubani,186400,3,4,3,94,sale
New,didube,98500,1,2,10,55,sale
New,vera,319500,2,3,4,80,sale
Old,chugureti,386100,2,3,2,134,sale
Old,didube,131800,2,3,7,75,sale
Old,sololaki,263600,2,3,2,100,sale
Old,sanzona,111800,0,3,5,70,sale
Old,didube,173100,2,3,8,85,sale
Old,chugureti,284900,4,2,2,180,sale
Old,avlabari,119800,1,2,1,50,sale
Old,chugureti,79900,1,1,1,35,sale
Old,vera,306200,1,3,1,70,sale
New,didube,137100,2,3,12,67,sale
Old,didube,64000,1,1,7,38,sale
New,didube,117200,2,3,12,57,sale
New,didube,97200,1,2,12,48,sale
New,samgori,119800,1,2,12,60,sale
New,saburtalo,319500,3,4,8,105,sale
New,didube,91900,1,2,12,45,sale
Old,vazisubani,101200,2,3,6,90,sale
New,saburtalo,318700,3,4,7,126,sale
Old,varketili,114500,2,3,13,80,sale
Old, (i-vii),146400,2,3,4,74,sale
New,saburtalo,346200,4,6,7,163,sale
New,saburtalo,378100,2,4,9,158,sale
New,saburtalo,133100,1,2,5,108,sale
New,didube,74600,1,2,12,35,sale
Old,varketili,63900,1,1,4,42,sale
Old,massive,157100,2,3,13,67,sale
New,digomi,98000,1,3,8,57,sale
Old,samgori,47900,0,1,8,22,sale
New,massive,474000,3,4,14,178,sale
Old,vake,463300,3,4,5,174,sale
Old,saburtalo,199700,2,3,5,93,sale
New,saburtalo,364500,3,5,2,150,sale
New,vake,181000,2,3,5,94,sale
New,avlabari,112000,1,2,2,60,sale
New,digomi,79900,0,2,5,50,sale
New,saburtalo,267300,2,3,14,106,sale
New,saburtalo,186000,2,3,3,67,sale
Old,saburtalo,147000,1,2,14,60,sale
New,saburtalo,175000,2,3,6,53,sale
New,saburtalo,94000,1,2,8,41,sale
New,saburtalo,249000,2,3,3,80,sale
Old,saburtalo,169000,2,3,1,85,sale
New,vake,419000,2,3,5,118,sale
Old,saburtalo,372800,0,5,6,324,sale
Old,saburtalo,122500,3,5,7,168,sale
Old,vake,292900,1,2,3,89,sale
New,vake,396700,2,3,6,103,sale
New,vake,332800,1,2,5,85,sale
New,vake,519200,3,4,9,140,sale
New,saburtalo,283000,2,3,13,90,sale
New,saburtalo,197000,2,3,9,86,sale
New,saburtalo,136000,1,2,4,44,sale
Old,mtatsminda,106500,0,4,4,126,sale
New,saburtalo,391400,3,4,9,165,sale
New,saburtalo,174000,2,3,5,69,sale
Old,varketili,70600,0,1,4,50,sale
New,saburtalo,147000,1,2,9,41,sale
New,digomi,173100,2,3,5,80,sale
Old,chugureti,244000,3,4,2,120,sale
New,vera,378000,2,3,4,108,sale
Old,vake,490000,2,4,6,200,sale
New,saburtalo,143000,1,2,2,62,sale
New,vazisubani,78900,2,3,10,68,sale
Old,saburtalo,93300,1,1,4,34,sale
New,varketili,81200,1,2,4,48,sale
Old,saburtalo,140000,2,3,1,75,sale
Old,saburtalo,93300,1,1,2,35,sale
Old,saburtalo,110500,1,1,5,40,sale
Old,saburtalo,101000,1,1,2,35,sale
Old,saburtalo,146000,2,3,1,75,sale
Old,saburtalo,186900,2,3,13,90,sale
Old,saburtalo,343500,3,4,4,135,sale
New,vera,700300,3,4,6,200,sale
Old,saburtalo,319500,3,5,1,200,sale
New,saburtalo,186400,1,2,3,57,sale
Old,saburtalo,140000,1,2,5,60,sale
New,vera,227800,1,2,12,59,sale
Old,temka,100900,0,2,2,85,sale
New,sanzona,116600,2,3,1,67,sale
Old,vake,436700,2,3,4,100,sale
Old,vake,151800,0,1,4,42,sale
Old,sololaki,463300,2,3,2,87,sale
New,saburtalo,545900,4,5,8,270,sale
New,digomi,141100,2,2,4,75,sale
New,saburtalo,560000,3,4,8,143,sale
New,vake,543000,3,4,6,123,sale
New,saburtalo,479300,4,5,2,217,sale
New,vake,433000,3,4,7,147,sale
Old,vazisubani,85200,1,2,9,60,sale
New,vake,320000,3,4,3,172,sale
New,vake,265000,2,3,7,134,sale
New,saburtalo,346100,2,3,15,114,sale
New,vake,289000,2,3,6,80,sale
New,saburtalo,247600,3,4,3,88,sale
New,vake,260000,2,3,8,85,sale
New,vake,129000,1,2,7,59,sale
New,digomi,111800,2,3,1,58,sale
New,digomi,146400,2,3,12,80,sale
New,digomi,98500,1,2,6,52,sale
New,digomi,90500,2,3,3,50,sale
Old,saburtalo,106500,1,1,7,33,sale
Old,saburtalo,232900,3,6,4,159,sale
New,digomi,186400,2,3,2,95,sale
New,isani,292900,3,4,8,100,sale
Old,varketili,85200,1,2,7,78,sale
New,digomi,218300,3,4,8,105,sale
Old,saburtalo,140100,1,2,10,60,sale
New,vake,510000,3,4,9,140,sale
New,digomi,85200,1,2,9,37,sale
Old,vazisubani,62600,0,1,2,40,sale
Old,saburtalo,125100,1,2,8,60,sale
New,digomi,80500,2,3,7,55,sale
New,saburtalo,439300,3,4,7,200,sale
New,digomi,114500,2,3,9,62,sale
New,digomi,112800,2,3,16,77,sale
New,vake,625700,4,5,7,220,sale
Old,vake,266300,3,4,1,178,sale
New,saburtalo,137700,1,2,7,50,sale
New,digomi,194400,3,4,3,110,sale
Old,saburtalo,109200,1,1,5,36,sale
New,nadzaladevi,253000,3,4,10,115,sale
New,didube,167800,2,3,9,102,sale
New,vake,585800,4,5,9,150,sale
Old,chugureti,90500,1,2,1,41,sale
Old,sanzona,194400,2,3,8,122,sale
Old,sololaki,205000,2,3,1,61,sale
Old,saburtalo,199700,2,3,5,108,sale
Old,nadzaladevi,103800,1,2,12,78,sale
New,saburtalo,439300,3,4,9,190,sale
New,saburtalo,386100,3,4,10,160,sale
Old,(i-v),151800,2,3,5,89,sale
New,massive,127800,1,2,12,54,sale
New,digomi,102500,2,3,11,51,sale
Old,vake,109200,1,2,1,44,sale
New,vake,167800,2,3,5,89,sale
New,saburtalo,165400,2,3,4,104,sale
New,saburtalo,277200,1,2,4,54,sale
New,saburtalo,192900,2,3,6,64,sale
New,vake,652600,4,5,3,300,sale
New,saburtalo,386100,3,4,6,165,sale
New,didube,120000,2,3,11,57,sale
New,didube,135900,2,3,11,67,sale
Old,sololaki,173100,1,1,2,30,sale
Old,saburtalo,170400,1,2,5,91,sale
Old,vera,186800,2,3,1,80,sale
New,saburtalo,157800,2,3,5,73,sale
New,saburtalo,258500,2,3,3,103,sale
Old,massive,224200,4,8,1,150,sale
New,saburtalo,228700,3,4,2,125,sale
New,saburtalo,174400,1,2,12,75,sale
New,saburtalo,445000,3,4,4,150,sale
New,saburtalo,269900,2,3,4,109,sale
New,ortachala,102500,1,2,3,49,sale
New,saburtalo,137500,1,2,11,73,sale
New,saburtalo,153400,1,3,1,103,sale
New,massive,148700,1,2,12,63,sale
New,saburtalo,125800,1,2,3,56,sale
New,saburtalo,252100,2,4,11,111,sale
New,saburtalo,168800,1,2,15,62,sale
New,vake,348500,2,3,5,110,sale
New,saburtalo,261800,2,3,9,111,sale
New,vake,295200,2,3,6,107,sale
Old,varketili,50600,1,2,3,35,sale
Old,chugureti,221500,3,4,2,130,sale
Old,chugureti,480000,4,6,2,300,sale
New,gldani,173100,2,3,8,76,sale
New,massive,167800,3,4,3,105,sale
Old,chugureti,170000,2,3,3,63,sale
New,saburtalo,436700,3,4,10,140,sale
Old,didube,194400,2,3,3,75,sale
New,digomi,149100,1,2,3,60,sale
New,saburtalo,340800,0,3,7,98,sale
New,saburtalo,270000,2,3,3,92,sale
Old,varketili,74600,1,2,9,38,sale
New,isani,279600,4,5,5,175,sale
Old,didube,118500,1,2,9,55,sale
New,digomi,89200,1,2,10,37,sale
Old,chugureti,71900,2,3,2,80,sale
Old,varketili,89200,2,3,13,62,sale
New,varketili,90500,1,2,9,47,sale
New,saburtalo,281400,3,4,9,125,sale
New,saburtalo,149100,2,2,9,63,sale
New,saburtalo,205000,2,3,9,96,sale
Old,saburtalo,75900,1,1,1,30,sale
New,saburtalo,211200,2,3,10,61,sale
Old,saburtalo,194600,2,3,12,100,sale
Old, (i-vii),75900,1,1,4,30,sale
New, (i-vii),165100,2,3,2,60,sale
Old,saburtalo,167800,2,3,2,82,sale
Old,saburtalo,178400,2,3,5,82,sale
New,saburtalo,250600,3,4,4,130,sale
New,saburtalo,194300,2,3,4,90,sale
Old,saburtalo,109200,2,3,5,65,sale
Old,(i-v),76300,1,2,1,50,sale
Old, (i-vii),201400,3,4,2,120,sale
Old,(i-v),134300,2,3,12,82,sale
Old,isani,103000,1,3,2,65,sale
New, (i-vii),182100,1,2,12,72,sale
Old,mtatsminda,292900,4,5,2,210,sale
New,saburtalo,260900,3,4,5,100,sale
New, (i-vii),183700,2,3,10,75,sale
Old,vazisubani,101200,3,4,4,98,sale
New,digomi,145100,1,3,7,70,sale
New,digomi,114200,2,3,16,78,sale
New,saburtalo,439300,3,4,7,200,sale
New,digomi,98500,1,2,8,48,sale
Old,saburtalo,199700,2,3,5,93,sale
Old,vake,115000,0,1,6,38,sale
New,saburtalo,412700,2,3,7,127,sale
New,didube,122500,1,2,2,48,sale
Old,didube,77200,0,1,5,40,sale
New,vake,471300,2,3,8,112,sale
Old,saburtalo,332800,3,4,4,140,sale
Old,vashlijvari,154400,3,4,2,100,sale
New,vake,407000,3,5,4,170,sale
New,vashlijvari,124900,2,3,9,67,sale
New,saburtalo,149100,2,3,8,62,sale
Old,saburtalo,354100,4,5,2,140,sale
New,vashlijvari,73100,1,2,4,61,sale
New,saburtalo,445000,3,5,4,220,sale
New,digomi,125100,1,2,3,58,sale
Old,digomi,56700,1,2,2,29,sale
New,isani,110000,3,4,3,125,sale
New,digomi,82500,1,2,1,51,sale
Old,saburtalo,292900,3,4,3,125,sale
Old,ponichala,85200,2,3,1,100,sale
Old,saburtalo,77200,1,2,6,35,sale
New,digomi,106500,2,3,6,61,sale
Old,saburtalo,113200,1,2,2,45,sale
New,vake,233800,2,4,8,117,sale
New,vake,264100,1,2,3,62,sale
New,saburtalo,220000,2,3,9,90,sale
Old,didube,183700,2,3,5,82,sale
Old,(i-v),111800,2,3,7,76,sale
Old,saburtalo,89200,1,2,11,49,sale
New,vake,399400,2,3,11,220,sale
Old,vera,127800,1,2,1,54,sale
Old,didube,146000,2,3,8,90,sale
Old,vera,173100,1,3,4,60,sale
New,saburtalo,273500,2,3,9,108,sale
New,saburtalo,399400,3,4,8,141,sale
New,saburtalo,260900,2,3,3,80,sale
New,saburtalo,333000,3,4,3,120,sale
New,digomi,72000,1,2,4,36,sale
Old,vera,1e+05,0,1,8,38,sale
Old,saburtalo,135000,1,2,8,60,sale
Old,gldani,114000,0,4,9,110,sale
New,vera,364000,2,3,8,78,sale
New,vake,1118300,3,4,5,196,sale
Old, (i-vii),221000,2,3,6,90,sale
Old,chugureti,104000,1,2,1,30,sale
New,digomi,108000,1,2,3,49,sale
New,saburtalo,195000,1,2,8,61,sale
New,saburtalo,293000,1,2,7,73,sale
New,saburtalo,572500,4,6,7,215,sale
New,ortachala,101200,1,2,1,52,sale
New,digomi,138500,2,3,6,68,sale
New,saburtalo,97200,1,2,2,49,sale
New,vake,1051800,4,5,3,192,sale
New,chugureti,220000,2,3,5,88,sale
Old,chugureti,147000,1,2,3,50,sale
New,vera,605000,0,5,9,174,sale
New,vera,2e+05,1,2,4,45,sale
New,vake,945300,3,4,8,220,sale
New,vake,245000,2,3,2,81,sale
Old,didube,160000,0,3,5,87,sale
New,vake,958600,4,5,12,244,sale
New,vake,798800,3,5,17,178,sale
Old,digomi,159800,3,3,1,100,sale
New,digomi,141100,2,3,3,70,sale
New,digomi,111800,2,3,9,61,sale
New,digomi,151800,2,3,5,75,sale
New,digomi,151800,2,3,3,72,sale
New,digomi,173100,2,3,2,107,sale
Old,digomi,141100,2,3,15,100,sale
New,digomi,87900,1,2,9,46,sale
New,digomi,207700,3,4,6,105,sale
Old,digomi,186400,3,4,8,100,sale
New,digomi,146400,2,3,8,68,sale
New,digomi,114500,2,3,3,62,sale
New,digomi,199700,2,3,3,95,sale
New,digomi,199700,2,3,13,85,sale
New,vera,346200,2,3,3,110,sale
New,digomi,34600,1,2,13,50,sale
Old,digomi,122000,2,3,3,75,sale
Old,digomi,145000,0,4,1,100,sale
